id,title,requirement,responsibility,tokens
119239019,Python developer (Senior),Уверенное владение <highlighttext>Python</highlighttext> 3.8+. Опыт работы с CУБД (MySQL\Postgres\Mongo). Опыт работы с Redis. Опыт использования очередей...,Разработка асинхронной микросервисной архитектуры на FastAPI. Высокие требования к отказоустойчивости платформы. Тесное взаимодействие с командами тестирования и аналитики.,владение python опыт работа cубд mysql postgres mongo опыт работа redis опыт использование очередь
120313497,Backend Developer (Python),"Опыт работы с <highlighttext>Python</highlighttext> от 2+ лет. Знание и опыт работы с FastAPI, Pydantic, SQLAlchemy, Celery, Redis, RabbitMQ / Kafka. ","Участие в оценке, планировании и разработке архитектуры новых проектов. Создание и поддержка высоконагруженных и геораспределенных сервисов, включая обеспечение отказоустойчивости, оптимизацию...",опыт работа python год знание опыт работа fastapi pydantic sqlalchemy celery redis rabbitmq kafka
119829493,ML Разработчик,"Опыт работы от 1 года в ML/AI разработке (можно стажировки, pet-проекты, но реальные). Уверенное знание <highlighttext>Python</highlighttext> и библиотек...","Настраивать пайплайны под LLM (RAG, Fine-tuning, prompt engineering). Работать с векторными БД (Qdrant, Milvus, FAISS). Работать с графами и...",опыт работа год ml ai разработка стажировка pet - проект знание python библиотека
120337076,DevOps engineer,"Хорошее знание Linux и сетевого стека. Опыт разработки <highlighttext>python</highlighttext>-скриптов, работы с Git, базами данных, менеджерами репозиториев. Опыт работы с...","Поддержка, развитие и администрирование инфраструктуры проектов. Внедрение и поддержка CI/CD. Организация мониторинга и логирования сервисов. Обеспечение надежности и доступности...",знание linux стек опыт разработка python работа git база данных менеджер репозиториев опыт работа
120238834,Python-разработчик (vControl),"Опыт коммерческой разработки на <highlighttext>Python</highlighttext> от 1,5х лет. Опыт разработки REST API на каком-либо из мини-фреймворков...",Участвовать в разработке продуктов компании на языке программирования - <highlighttext>Python</highlighttext>. Разрабатывать и поддерживать интеграции со сторонними API. Взаимодействовать с командой аналитиков...,опыт разработка python год опыт разработка rest api мини - фреймворков
120312774,Python разработчик (Middle),Опыт коммерческой разработки от 2 лет на <highlighttext>Python</highlighttext>. Опыт коммерческой работы с Django;. Опыт работы с СУБД PostgreSQL. ,,опыт разработка год python опыт работа django опыт работа субд postgresql
120319317,Junior Data Specialist,"Желание развиваться в сфере управления данными. Будет преимуществом:  Владение <highlighttext>Python</highlighttext> (+ pandas, numpy).  Опыт работы с BI-инструментами (Power BI...","Участвовать в проектировании хранилищ данных: анализировать бизнес-требования, разрабатывать архитектуру и структуру данных. Работать с данными: загружать, очищать, валидировать и...",желание сфера управление данными преимущество владение python pandas numpy опыт работа bi - инструмент power bi
120330007,Junior/Middle QA Engineer,"Familiarity with an object-oriented programming language such as Java, <highlighttext>Python</highlighttext>, or JavaScript. Basic understanding of test automation concepts and...","Design and create test cases, checklists, and test plans based on requirements, specifications, and user stories. Perform UI testing to...",familiarity with an object - oriented programming language such as java python or javascript basic understanding of test automation concepts and
117369969,Младший системный администратор,Требования: богатый жизненный опыт сисадминской работы с сетью минимум из 20 компьютеров сроком от 1 года.,"Увлекательная работа по обслуживанию ИТ-инфраструктуры с элементами искусственного интеллекта, включая ежедневный мониторинг, техподдержку сотрудников, установку ПО, обслуживание оборудования, устранение...",требование опыт работа сеть компьютер срок год
120234678,Web-разработчик Backend,"Коммерческий опыт работы Backend-разработчиком от 1,5 лет. Отличные знания PHP, (<highlighttext>Python</highlighttext>, Ruby -иногда) или других серверных языков программирования. ","Разработка, поддержка и доработка Backend-части сайтов клиентов компании. Анализ и исправление ошибок, поддержка существующих проектов. Интеграция веб-проектов с...",опыт работа backend - разработчик год знание php python ruby язык программирование
120345556,Junior developer (разработчик Phyton),"Иметь в портфолио реальные (не учебные!) на React и <highlighttext>Python</highlighttext>. Понимание принципов ООП, REST, работы с Git. Готовность учиться и...","Разработка и поддержка веб-приложений на React (hooks, Redux, REST API). Написание бэкенд-логики на <highlighttext>Python</highlighttext> (Django/Flask, работа с...",портфолио react python понимание принцип ооп rest работа git готовность
119551860,Senior Python Developer,,, 
119925059,QA тестировщик,"Ключевые навыки: Будет плюсом: Знание JavaScript или <highlighttext>Python</highlighttext>. Опыт настройки автотестов в CI/CD (Jenkins, GitLab CI или аналоги). Опыта).","Проведение функционального и регрессионного тестирования. Составление тест плана, тест кейсов для тестирования текущих релизных задач и регрессионного тестирования. ",навык плюс знание javascript python опыт настройка автотестов ci cd jenkins gitlab ci аналог опыт
118913389,Тестировщик в области гражданской авиации,"Опыт работы с инструментами CI/CD (например, Jenkins, GitLab CI/CD). Опыт в автоматизации тестирования (<highlighttext>Python</highlighttext>, pytest, Selenium, Allure). ",Проводить тестирование разработанного функционала на соответствие функциональным и нефункциональным требованиям. Выполнять smoke и регрессионное тестирование перед релизами. Осуществлять контроль над...,опыт работа инструмент ci cd jenkins gitlab ci cd опыт автоматизация тестирование python pytest selenium allure
118415923,DevOps Engineer,"Дополнительно будет плюсом: Опыт работы с PostgreSQL, включая кластеризацию и оптимизацию. Знания в программировании на <highlighttext>Python</highlighttext> 3. Базовое понимание систем...",Автоматизация процессов и управление инфраструктурой: -развертывание и администрирование инфраструктуры. -автоматизация развертывания ПО. -создание скриптов автоматической сборки. - Мониторинг систем: -выбор и...,плюс опыт работа postgresql кластеризация оптимизация знание программирование python понимание система
119579087,Инженер QA,"...Selenium, Jmeter, Appium. Желательно владение одним или несколькими языками программирования. <highlighttext>Python</highlighttext> в приоритете. Опыт в автоматизации тестирования будет существенным конкурентным.","Функциональное, регрессионное, модульное и нагрузочное тестирование приложений и систем. Написание тест-кейсов, тест-планов, баг-репортов, инструкций и прочей документации. ",selenium jmeter appium владение язык программирование python приоритет опыт автоматизация тестирование
119541260,Бизнес-аналитик,"Высшее образование (информационные технологии, техническое, математическое, физическая). Опыт работы с платформой Битрикс24 (не менее 1–2 лет) на уровне...","...и дашбордов в BI конструкторе (YandexDatalens). Разработка сценариев в ETL конструкторе (Loginom). Написание запросов SQL, написание вспомогательных модулей на <highlighttext>Python</highlighttext>.",образование технология опыт работа платформа битрикс год уровень
120289575,Аналитик данных,"Умение работать с большими объемами данных, понимание принципов сквозной аналитики. Аналитическое мышление, структурный подход, проактивность. Знание <highlighttext>Python</highlighttext>, SQL на базовом...",Сбор и обработка данных для анализа эффективности продаж и оптимизации товарных запасов. Анализ продаж по товарным категориям и каналам (розница...,умение объём данных понимание принцип аналитика мышление подход проактивность знание python sql
119781296,Python разработчик (Middle+ / Senior) на проекты КД Max,"Опыт создания приложений и разработки API на <highlighttext>Python</highlighttext>, используя веб-фреймворки (FastAPI или Django). Опыт работы с СУБД через ORM...","Х5 Технологии — это отдельная бизнес-единица Х5 Group, которая отвечает за создание комплексных цифровых решений для бизнес-единиц...",опыт создание приложение разработка api python веб - фреймворки fastapi django опыт работа субд orm
120341373,Ведущий эксперт Направления противодействия мошенничеству,Работа с Excel/Google Sheets: Навыки первичного анализа данных и работы с таблицами. Основы <highlighttext>Python</highlighttext>: Базовые знания языков программирования для...,Анализ схем мошенничества и формирование предложений по их недопущению. Разработка сценариев выявление подозрительных и противоправных операций. Развитие антифрод-системы Банка. ,работа excel google sheets навык анализ данных работа таблицами основа python знание язык программирование
120033097,Ведущий системный администратор Linux (2 линия ТП),"Высшее образование, опыт работы от 3 лет. Специальные знания и навыки: Опыт работы с серверным оборудованием. Хорошее знание стека протоколов...",Управление высоконагруженной сетью передачи данных. Поддержание серверной инфраструктуры компании. Развитие серверных приложений и проектов. Обеспечение сетевой безопасности ресурсов. ,образование опыт работа год знание навык опыт работа оборудование знание стек протокол
119640408,Тестировщик/QA,"Опыт работы тестировщиком от 1,5 лет. Опыт тестирования web-приложений. Опыт тестирования REST-API. Знание SQL. Опыт работы с...",Тестирование web-приложений и REST-API. Использование в работе SQL. Работа с системами контроля версий иTestrails. Тестирование новых фичей маркетплейса. ,опыт работа тестировщиком год опыт тестирование web - приложение опыт тестирование rest - api знание sql опыт работа
119350988,Python-разработчик,уверенное владение <highlighttext>Python</highlighttext>. — опыт работы с openai API. — знание Django Framework / FastAPI. — уверенный навыки работы с bash / Linux / Git. — ,"разрабатывать мультиагентную систему. — заниматься разработкой сервисов на базе LLM (Large Language Models). — разрабатывать backend для микросервисов, используемых в продуктах компании. — ",владение python опыт работа openai api знание django framework fastapi навык работа bash linux git
119163497,Аналитик данных,"Обладаешь навыками работы с <highlighttext>Python</highlighttext> для анализа данных (будут плюсом - pandas, numpy, и др.). Умеешь формулировать продуктовые гипотезы на основе...","Анализировать ключевые продуктовые метрики, выявлять отклонения и причины изменений. Исследовать пользовательское поведение, сегменты аудитории и пути взаимодействия с приложением и...",навык работа python анализ данных плюс pandas numpy гипотеза основа
120222482,Python-разработчик в команду Автоматизации сетевых сервисов,"Flask, RestPlus, RestX. <highlighttext>Python</highlighttext>-RQ. PostgreSQL, Redis, Kafka, ClickHouse. SQLAlchemy. K8S, Docker. GitLab. Опыт коммерческой разработки на <highlighttext>Python</highlighttext>. ",Писать <highlighttext>Python</highlighttext>-скрипты и библиотеки для взаимодействия с мониторингом и автоматического конфигурирования сетевого оборудования. Писать <highlighttext>Python</highlighttext>-сценарии настройки роутеров и...,flask restplus restx python postgresql redis kafka clickhouse sqlalchemy k s docker gitlab опыт разработка python
120105919,Automation Python QA Engineer/Тестировщик автоматизатор (Junior),"Опыт автоматизации на <highlighttext>Python</highlighttext> (Pytest + Requests). Работа с REST/gRPC API (Postman, Swagger). Понимание микросервисной архитектуры и SQL. ",Разработка API-автотестов на <highlighttext>Python</highlighttext> + Pytest. Написание e2e UI-тестов. Участие в code review тестов. ,опыт автоматизация python pytest requests работа rest grpc api postman swagger понимание архитектура sql
120292881,Python-разработчик,"Знаете <highlighttext>Python</highlighttext> Core. Умеете писать сложные SQL запросы. Опыт работы с Git, Docker. Понимаете принципы работы Rest API, брокеров сообщений...",Написание ботов для автоматизации задач в service desk. Организация ETL процессов для построения отчетности. Разработка сервисов на базе k8...,python core умеете sql запрос опыт работа git docker принцип работа rest api брокер сообщение
120232369,Middle Python разработчик,"Опыт работы <highlighttext>Python</highlighttext>-разработчиком или специалистом по математическому моделированию. Опыт работы по разработке микросервисных решений на базе <highlighttext>Python</highlighttext> (FastAPI, Django...","Участие в проектировании и реализации архитектурных решений. Реализацией модулей взаимодействия между сервисами, приложениями и серверами. Анализ предметной области моделирования и...",опыт работа python специалист моделирование опыт работа разработка решение база python fastapi django
120187492,"Программист Python (Django, FastAPI)",,"В основном бекенд, интеграция разных сервисов между собой и с Битрикс24. Создание отраслевых решений и приложений для Битрикс24. ", 
119990557,Аналитик данных,"Уверенное владение Power BI (DAX, Power Query, построение дашбордов). Опыт автоматизации процессов на <highlighttext>Python</highlighttext> (базовые скрипты, обработка данных). ","Автоматизация ручных процессов в компании с помощью <highlighttext>Python</highlighttext> и Power BI. Перевод всей управленческой отчётности в режим онлайн (дашборды, автоматические...",владение power bi dax power query построение дашбордов опыт автоматизация процесс python скрипт обработка данных
120218681,Инженер исследовательского тестирования,Опыт работы с PostgreSQL. Знание какого-либо языка программирования <highlighttext>Python</highlighttext> / C / C++. Опыт написания bash-скриптов. Опыт работы с системами...,Автоматизированным и ручным тестированием различных фич в PostgreSQL под *nix-системы. Нахождением проблем и узких мест без заранее заданных тест...,опыт работа postgresql знание язык программирование python опыт написание bash - скрипт опыт работа система
118905150,Junior Data Analyst,"Построение отчетности и проведение исследований. Отличные знания <highlighttext>Python</highlighttext>/SQL + PowerBI (Redash, Metabase) (pandas, postgres, greenplum). Опыт глубоких ресерчей, анализа...",Ресерч повышения ключевых метрик. Реализация сквозной аналитики для маркетинга (также сбор данных). Дизайн и анализ AB-тестов. Построение дашбордов в...,построение отчётность проведение исследование знание python sql powerbi redash metabase pandas postgres greenplum опыт ресерчей анализ
120160402,Ведущий QA-инженер / Senior QA Engineer,"Уверенные навыки работы с Linux, понимание на базовом уровне системного администрирования. Опыт написания скриптов (Bash, <highlighttext>Python</highlighttext>) для автоматизации рутинных задач. ","Анализ и уточнение требований, разработка тестовых сценариев для новой функциональности и ее адаптация в соответствии с изменениями в проекте. ",навык работа linux понимание уровень администрирование опыт написание скрипт bash python автоматизация задача
119764438,Тестировщик QA,"Будет плюсом: – Опыт написания автотестов (UI и API), знание <highlighttext>Python</highlighttext> или JavaScript. – Владение инструментами для автоматизации (Selenium, Pytest, Playwright и...","Проводить ручное тестирование веб-приложения и backend-сервисов. – Разрабатывать и поддерживать автоматизированные тесты. – Составлять и актуализировать тест-кейсы, чек-листы. – ",плюс опыт написание автотестов ui api знание python javascript владение инструмент автоматизация selenium pytest playwright
119656956,Младший тестировщик,Английский язык на уровне чтения технической документации. Опыт автоматизации тестирования UI на Playwright / <highlighttext>Python</highlighttext>). Навыки написания автотестов для REST API.,"Погружаться в специфику авиационной отрасли, изучать документацию. Проводить функциональное тестирование системы, разрабатывать тестовые сценарии. Анализировать и описывать дефекты, составлять баг...",язык уровень чтение документация опыт автоматизация тестирование ui playwright python навык написание автотестов rest api
120187998,Специалист по искусственному интеллекту (AI),"Умение запускать и сопровождать проекты от идеи до внедрения. Знание <highlighttext>Python</highlighttext>, опыт работы с AI/ML-фреймворками (TensorFlow, PyTorch и...","Разрабатывать и внедрять AI-решения для внутренних задач бизнеса (чат-боты, автоматизация работы с заявками, анализ данных и др.). ",умение проект идея внедрение знание python опыт работа ai ml - фреймворк tensorflow pytorch
120262635,Ведущий разработчик Python,"Технические навыки. — Протоколы и стандарты: REST API, SOAP, XML, WebServers, GitLab, Git, DevOps. Образование и опыт. — Высшее образование (желательно техническое). — ","Ты станешь ключевым участником команды, отвечающим за создание и развитие высоконагруженных интеграционных решений. В зоне твоей ответственности будет: Участие в...",навык протокол стандарт rest api soap xml webservers gitlab git devops образование опыт образование
117914441,Младший системный администратор,"Высшее или средне-профессиональное образование в области информационных технологий, компьютерных наук или смежных дисциплин. Опыт работы не является обязательным, но...","Прием и обработка обращений сотрудников компании. Администрирование учетных записей и групп в MS Active Directory. Мониторинг работоспособности поддерживаемых систем, анализ...",образование область технология наука дисциплина опыт работа
120171371,Python-разработчик,"Высшее образование (техническое). Опыт разработки на <highlighttext>Python</highlighttext> 3.6++. Опыт работы с Django, DRF, Celery, Redis. Опыт разработки под...",Участие в разработке масштабной системы мониторинга для заказчиков федерального масштаба. Обсуждение и принятие архитектурных решений по развитию продукта. Написание тестов.,образование опыт разработка python опыт работа django drf celery redis опыт разработка
120239652,Бизнес/Системный аналитик,...graphQL и GRPC. Понимание принципов работы микросервисной архитектуры. Опыт работы с Kafka/Nats/RabbitMQ. Опыт работы с <highlighttext>Python</highlighttext> или NodeJS.,"Сбор, анализ и формализация бизнес и технических требований к ПО. Проведение исследований и разработка прототипов по исследуемым задачам. ",graphql grpc понимание принцип работа архитектура опыт работа kafka nats rabbitmq опыт работа python nodejs
119490884,Стажер-разработчик,"Знание основ программирования. Знания любого языка программирования (JavaScript, PHP, <highlighttext>Python</highlighttext>, C#, Java, C, C++ и др). Писать код, понимать основные...","Разработка, развитие и поддержка Аналитической системы.",знание основа программирование знание язык программирование javascript php python c java c код
120242133,Fullstack Developer (Junior+/Middle),"Что ты должен уметь: Уверенное знание JavaScript. Опыт работы со стеком MERN: MongoDB, Express, React/Redux-Toolkit, Node.js. ",Static Site Generation (SSG). Оптимизация кода и работа с базами данных.,знание javascript опыт работа стек mern mongodb express react redux - toolkit node js
119161831,Python-разработчик,,Что нужно делать: Доработка существующей системы. Создание микросервисов с нуля. Доработка собственной системы автоматизации учета продаж. Участие в разработке интеграций..., 
120345804,Full-stack аналитик (платежные системы),"знание Confluence, BPMN, UML, Miro, YouTrack. - будет плюсом знание <highlighttext>Python</highlighttext>, SQL, BI-инструментов. - высокий уровень ответственности, аналитический склад ума. - ","работа с платежными системами и рисками;​​​​​​. - построение и описание бизнес процессов (AS IS и TO BE). - коммуникации со стейкхолдерами, командой...",знание confluence bpmn uml miro youtrack плюс знание python sql bi - инструмент уровень ответственность склад ум
120246173,Программист-разработчик (Python/Django) / Middle back-end developer,"<highlighttext>Python</highlighttext> 3, FastAPI, Django, Django-rest. Опыт работы с Postgres. Опыт работы c redis / rabbitmq. Опыт работы с docker / docker...","Проектирование программных решений, интеграций, API. Проектирование технических решений. Разработка нового функционала на <highlighttext>Python</highlighttext> + FastAPI + Django. Рефакторинг текущей кодовой...",python fastapi django django - rest опыт работа postgres опыт работа redis rabbitmq опыт работа docker docker
119337028,Backend-разработчик,,"Backend разработка и доработка решения. Стек: <highlighttext>Python</highlighttext>: Django(DRF), PostgreSQL. Code review. Взаимодействие с командой разработки.", 
120348917,Middle Python Developer,"Опыт работы с <highlighttext>Python</highlighttext> от 2-х лет . Опыт работы с одним или несколькими фреймворками: FastApi, Flask, Django, Django REST. ",,опыт работа python год опыт работа фреймворками fastapi flask django django rest
120244659,Дата-инженер/Data Engineer (команда Data Lake),"Понимание принципов организации хранилищ данных, работы колоночных СУБД. Уверенное знание SQL, <highlighttext>Python</highlighttext>. Готовность изучать Spark (Scala). Стремление обосновывать и документировать...","Разрабатывать, оптимизировать и мониторить ETL-процессы на основе технологий Airflow, S3, Greenplum, ClickHouse, используя <highlighttext>Python</highlighttext> и Spark (Scala). ",понимание принцип организация хранилище данных работа субд знание sql python готовность spark scala стремление
120282309,Специалист по машинному обучению,"Понимание и опыт работы с основными алгоритмами и архитектурами NLP. Опыт работы с библиотеками PyTorch, Transformers и др. ","Участие во всех циклах разработки моделей машинного обучения. Сбор, подготовка и обработка различных источников данных. Формирование отчетов и презентация результатов...",понимание опыт работа алгоритм архитектурами nlp опыт работа библиотеками pytorch transformers
120333508,Junior ROS2 Developer (Водные дроны),Базовые знания <highlighttext>Python</highlighttext> (или C++) и опыт написания небольших программ. Понимание принципов работы ROS2 (желательно опыт запуска и создания...,"Разработка и поддержка программных модулей для управления водным дроном на ROS2. Интеграция и тестирование сенсоров (GPS, эхолот, датчики воды...",знание python c опыт написание программа понимание принцип работа ros опыт запуск создание
120105906,Инженер-тестировщик (ручное тестирование),Опыт тестирования от 2-х лет. Понимание процесса разработки ПО. Знание системы контроля версий: SVN и GIT. Опыт работы с...,"Проводить ручное тестирование нового функционала, выполнять регрессионное тестирование. Читать логи, выявлять и анализировать дефекты. Взаимодействовать с командой аналитиков. ",опыт тестирование год понимание процесс разработка по знание система контроль версия svn git опыт работа
118570463,Младший специалист по анализу данных / Junior Data Scientist,Опыт моделирования и/или работы с данными в рабочих или академических проектах. Владение <highlighttext>Python</highlighttext> или R и соответствующими библиотеками для...,Построение регрессионных моделей на бизнес-данных: ETL – выгрузка и загрузка данных. Preprocessing – предобработка данных. Feature Engineering – формирование предикторов. ,опыт моделирование работа данными проект владение python r библиотеками
118914658,Продуктовый аналитик / Product analyst,"Владеешь MS Excel, SQL на среднем уровне. Владеешь <highlighttext>Python</highlighttext> на базовом уровне. Умеешь работать с OLAP-кубами. Есть опыт работы...",Сбор аналитических данных о продукте (конверсия на сайте/в приложении). Формирование еженедельной аналитической отчетности. Изучение поведения пользователей и улучшение пользовательского...,ms excel sql уровень python уровень olap - куб опыт работа
120307928,Разработчик интеграционных решений (Python),"Опыт анализа разнородных данных, построения отчетности. Владение языком программирования <highlighttext>Python</highlighttext> или JS. Знание XML, JSON, YAML, sh, bash, awk, sed...","Работа с интеграционными шинами данных (например, RabbitMQ, WSO2). Разработка с использованием технологий <highlighttext>Python</highlighttext>, JS. Коммуникации с аналитиком / заказчиком с...",опыт анализ данных построение отчётность владение язык программирование python js знание json yaml sh bash awk sed
120293107,Специалист по тестированию (senior) (Депозитарий),Знает основы ООП. Имеет опыт написания автоматизированных кейсов (Java/Type Script/<highlighttext>Python</highlighttext>). Уверенно работает с одним и популярных фреймворков (Cypress...,"Проектировать/адаптировать процессы обеспечения качества в производственных процессах ИТ-сервиса Депозитария. Формировать/адаптировать регламенты, форматы документации, материалы, инструменты. ",основа ооп опыт написание кейс java type script python фреймворк cypress
119893908,Frontend-разработчик,"Опыт работы с Docker. Знание Nginx для настройки раздачи статистики или проксирования запросов. Опыт работы с FastAPI, SQLAlchemy. Знание <highlighttext>Python</highlighttext>...",Верстка веб-страниц и шаблонов. Разработка на ReactJS SPA-приложения. Поддержка и доработка уже существующих решений на React.,опыт работа docker знание nginx настройка раздача статистика проксирования запрос опыт работа fastapi sqlalchemy знание python
120296860,Golang/Python,"Уверенное владение языками Go и <highlighttext>Python</highlighttext>, приветствуется общее понимание принципов разработки фронта. Знание Java и/или Java script (Node/Vue.js...",Разработка ботов для Telegram. Участие в разработке web-приложений.,владение язык go python понимание принцип разработка фронт знание java java script node vue js
119411873,Мануальный QA (middle) в EdTech,"Умение писать тест-кейсы, планировать и передавать задачи на автоматизацию. Базовые знания <highlighttext>Python</highlighttext> — плюс. Высшее техническое образование (в приоритете). ","Тестировать новые фичи веб-продукта (ручное тестирование 85-90% фронта). Проводить регресс, смоук, интеграционное тестирование. Тестировать Open API (REST), составлять...",умение тест - кейс задача автоматизация знание python образование приоритет
120293628,Аналитик данных,...работы с медицинскими данными. Опыт работы с анализом данных на <highlighttext>Python</highlighttext> или R. Знание английского языка на уровне B1...,Анализ медицинских и бизнес-данных компании. Поиск инсайтов для поддержки принятия решений в области здравоохранения. Интервьюирование стейкхолдеров и документирование требований. ,работа данными опыт работа анализ данных python r знание язык уровень b
120314601,Data Analyst (Junior),"SQL на уверенном уровне — понимание, как извлекать данные и работать с ними. Базовые знания <highlighttext>Python</highlighttext> — умение использовать язык для обработки...","Продуктовая аналитика (выбор и интерпретация метрик, подходы к анализу данных). EDA (разведочный анализ данных).",sql уровень понимание данные знание python умение язык обработка
119951214,Python-разработчик,Инициативность в поиске решения задач. Опыт разработки на языке <highlighttext>Python</highlighttext> с фреймворком Django. Понимание принципов ООП и SOLID. ,Написание backend части веб-сервисов на языке <highlighttext>Python</highlighttext> для коммерческих проектов. Развертывание веб-приложений на сервере.,инициативность поиск решение задача опыт разработка язык python фреймворк django понимание принцип ооп solid
120269755,Разработчик (GoLang),Опыт работы в команде по Agile. Опыт коммерческой разработки на <highlighttext>python</highlighttext>/php/perl/java/C/C++. Опыт работы с K...,"Разработка, интеграция и сопровождение сервисов на Go. Проработка и определение архитектуры сервисов. Работа с PostgreSQL и Clickhouse. Рефакторинг и Ревью. ",опыт работа команда agile опыт разработка python php perl java c опыт работа k
119967634,QA-инженер (fullstack),Базовое (и выше) знание SQL. Знакомство со средствами автоматизации тестирования. Опыт написания тестов на <highlighttext>Python</highlighttext> с использованием какого-либо фреймворка.,"Постановкой и развитием ""с 0"" процессов тестирования (ручного и в будущем - автоматизированного). Непосредственным тестированием - back-end и front-end частей. ",знание sql знакомство средство автоматизация тестирование опыт написание тест python использование фреймворк
